object_id,ra,decl,ddf_bool,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target,true_target,true_submodel,true_z,true_distmod,true_lensdmu,true_vpec,true_rv,true_av,true_peakmjd,libid_cadence,tflux_u,tflux_g,tflux_r,tflux_i,tflux_z,tflux_y
  90284720,  89.7337, -58.7301,0, 0.269, 0.489, 0.115,42.203, 0.036,90, 90,1,0.274,40.728,-0.003, -760.3, 0.00, 0.000,60039.090,  2006,0.,0.,0.,0.,0.,0.
  90314147,  67.8516, -10.0483,0, 0.000, 0.000, 0.000,-9.000, 0.053,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 47930,   4446.5,  26064.4,  19080.6,  11130.0,   6261.3,   2407.9
  90318403, 178.5938, -18.9971,0, 0.316, 0.296, 0.403,40.918, 0.034,90, 90,1,0.319,41.106, 0.000, -579.4, 0.00, 0.000,59737.418, 31072,0.,0.,0.,0.,0.,0.
  90321306, 307.7930, -17.2700,0, 0.000, 0.000, 0.000,-9.000, 0.053,92, 92,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 39344,   1450.9,   9000.2,  10990.6,  11050.9,  11063.5,  11001.1
  90325864, 205.8398,  -8.3855,0, 0.156, 0.156, 0.648,39.366, 0.042,90, 90,1,0.158,39.386,-0.004, -116.0, 0.00, 0.000,59994.344,  2381,0.,0.,0.,0.,0.,0.
  90361022, 335.7422,  -2.2387,0, 0.000, 0.000, 0.000,-9.000, 0.062,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  4892,     12.8,    131.5,    364.1,   1613.4,   2970.5,   3918.9
  90390292, 306.3867,  -7.1808,0, 0.000, 0.000, 0.000,-9.000, 0.035,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 16677,   3934.0,  30236.6,  26964.4,  17621.6,  10586.3,   4251.1
  90429960,  98.2617, -38.3009,0, 0.182, 0.183, 0.013,39.741, 0.063,90, 90,1,0.180,39.709,-0.004,  423.2, 0.00, 0.000,60544.719, 24007,0.,0.,0.,0.,0.,0.
  90432402, 316.7578,   0.4476,0, 0.986, 0.987, 0.171,44.065, 0.095,95, 95,1,0.986,44.063,-0.164, -369.3, 3.10, 0.209,59689.801, 16621,0.,0.,0.,0.,0.,0.
  90468382, 147.5166, -62.1322,0, 0.311, 0.324, 0.008,41.145, 0.252,15, 15,1,0.310,41.041, 0.001,  231.7, 3.10, 0.002,60363.914, 31623,0.,0.,0.,0.,0.,0.
  90509277, 323.6133,  -1.1937,0, 0.178, 2.443, 0.516,46.487, 0.047,62, 62,2,0.179,39.686, 0.005, -279.3, 3.10, 0.001,60503.094,   182,0.,0.,0.,0.,0.,0.
  90512781,  65.2148,  -1.4922,0, 0.000, 0.000, 0.000,-9.000, 0.133,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 29155,     19.3,    149.3,    506.0,   2494.4,   5487.9,   9242.6
  90535444, 334.3359, -28.4611,0, 0.574, 0.642, 0.041,42.916, 0.015,90, 90,1,0.572,42.617, 0.015,  260.3, 0.00, 0.000,60455.848,  2597,0.,0.,0.,0.,0.,0.
  90539476, 194.9370, -45.3892,0, 0.106, 2.282, 0.448,46.307, 0.078,42, 42,1,0.109,38.510, 0.003, -343.1, 0.00, 0.000,60340.617, 12477,0.,0.,0.,0.,0.,0.
  90562518, 314.6484, -32.6198,0, 0.151, 0.167, 0.015,39.524, 0.077,67, 67,1,0.151,39.285,-0.002, -364.3, 0.00, 0.000,60595.609, 17268,0.,0.,0.,0.,0.,0.
  90575107, 155.3906, -23.8063,0, 1.198, 1.135, 0.110,44.441, 0.040,88, 88,1,1.200,44.588, 0.000,    0.0, 0.00, 0.000,59570.000, 36288,     99.1,    103.3,    123.1,    123.2,    115.7,    127.9
  90582474,   9.6680,  -7.7827,0, 0.686, 0.697, 0.018,43.136, 0.036,90, 90,1,0.681,43.077,-0.017,  548.5, 0.00, 0.000,60209.219, 35686,0.,0.,0.,0.,0.,0.
  90614124, 316.6290, -48.7276,0, 0.403, 0.348, 0.230,41.330, 0.031,90, 90,1,0.399,41.682,-0.019,  370.1, 0.00, 0.000,60441.832, 45946,0.,0.,0.,0.,0.,0.
  90648418,  59.3008, -45.7840,0, 0.083, 2.460, 0.470,46.505, 0.008,15, 15,1,0.082,37.850, 0.000,  306.1, 3.10, 0.114,60440.902, 42543,0.,0.,0.,0.,0.,0.
  90663647, 156.7391, -51.4495,0, 0.200, 0.212, 0.543,40.095, 0.307,42, 42,1,0.201,39.964,-0.000,  -12.8, 0.00, 0.000,59922.629, 17234,0.,0.,0.,0.,0.,0.
  90700440, 289.0385, -46.1782,0, 0.140, 0.141, 0.009,39.112, 0.059,90, 90,1,0.142,39.132, 0.002, -313.5, 0.00, 0.000,59577.434,   505,0.,0.,0.,0.,0.,0.
  90739539, 115.7487, -55.2994,0, 0.000, 0.000, 0.000,-9.000, 0.162, 6,  6,2,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,60255.254, 11177,   4782.7,  12719.8,  18975.5,  22375.3,  24502.3,  25595.9
  90750519, 130.7813,  -1.0445,0, 0.198, 0.191, 0.012,39.847, 0.027,15, 15,1,0.198,39.925, 0.001,  174.8, 3.10, 0.088,59544.969, 16951,0.,0.,0.,0.,0.,0.
  90768535, 155.9180,  -7.7827,0, 0.197, 0.207, 0.044,40.039, 0.044,62, 62,2,0.198,39.928,-0.027, -428.4, 3.10, 0.201,60021.039, 43205,0.,0.,0.,0.,0.,0.
  90778992, 150.9961, -41.4112,0, 0.000, 0.000, 0.000,-9.000, 0.129,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 42176,     42.8,    677.0,    993.8,    880.6,    640.3,    291.9
  90795265, 129.0234, -33.3313,0, 0.118, 0.098, 1.098,38.264, 0.263,42, 42,2,0.120,38.728,-0.002,   -1.7, 0.00, 0.000,60567.730, 43414,0.,0.,0.,0.,0.,0.
  90799016, 170.1563, -27.4476,0, 0.043, 0.037, 0.019,36.053, 0.051,62, 62,1,0.043,36.401, 0.000,   43.3, 0.00, 0.000,60684.941, 12120,0.,0.,0.,0.,0.,0.
  90813331,   2.6367,  -8.6873,0, 0.497, 0.395, 0.041,41.651, 0.039,90, 90,1,0.497,42.245,-0.009, -170.0, 0.00, 0.000,60625.516, 37341,0.,0.,0.,0.,0.,0.
  90857932, 116.3672,   2.5374,0, 0.175, 0.165, 0.232,39.489, 0.036,42, 42,1,0.175,39.632,-0.012,  390.9, 0.00, 0.000,60232.453, 13761,0.,0.,0.,0.,0.,0.
  90880969, 338.3789,  -3.8824,0, 0.267, 0.269, 0.434,40.680, 0.036,90, 90,1,0.265,40.647, 0.002,  210.5, 0.00, 0.000,60454.941, 16870,0.,0.,0.,0.,0.,0.
  90896992,  31.9922,   1.3430,0, 0.225, 0.227, 0.005,40.264, 0.025,52, 52,1,0.224,40.235,-0.005,  -58.3, 0.00, 0.000,60331.594, 26874,0.,0.,0.,0.,0.,0.
  90950273,  71.3672, -22.5080,0, 0.334, 0.349, 0.339,41.335, 0.034,90, 90,1,0.333,41.222,-0.002,    1.4, 0.00, 0.000,60286.898, 38041,0.,0.,0.,0.,0.,0.
  90976719, 341.1914, -13.8620,0, 0.287, 0.280, 0.078,40.779, 0.045,90, 90,1,0.286,40.840,-0.008, -281.3, 0.00, 0.000,60558.941, 17306,0.,0.,0.,0.,0.,0.
  90986412,  37.4414, -19.4712,0, 0.064, 0.077, 0.008,37.724, 0.020,90, 90,1,0.063,37.272,-0.002,  254.2, 0.00, 0.000,60482.906, 12464,0.,0.,0.,0.,0.,0.
  90987882,   4.7461,  -2.0894,0, 0.000, 0.000, 0.000,-9.000, 0.024,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 26304,     26.3,    266.8,    740.3,   3284.1,   6033.2,   7941.7
  91022592, 162.7734, -40.0330,0, 0.551, 0.545, 0.096,42.486, 0.097,15, 15,1,0.554,42.527, 0.001, -382.2, 3.10, 0.105,59831.125,  4106,0.,0.,0.,0.,0.,0.
  91042581,  22.3242,  -2.3880,0, 0.202, 2.426, 0.882,46.468, 0.036,90, 90,1,0.203,39.994,-0.001, -400.2, 0.00, 0.000,60115.195, 49856,0.,0.,0.,0.,0.,0.
  91074470, 193.5352,   0.8953,0, 0.000, 0.000, 0.000,-9.000, 0.016,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  6865,    169.1,   2831.3,   4393.2,   4018.9,   2961.2,   1359.7
  91091065,  30.7617,  -2.6867,0, 0.232, 0.220, 0.021,40.185, 0.021,90, 90,1,0.228,40.282,-0.002,  258.6, 0.00, 0.000,59954.449,  9652,0.,0.,0.,0.,0.,0.
  91177254, 112.7250, -52.8019,0, 0.426, 0.571, 0.371,42.610, 0.167,90, 90,1,0.426,41.843,-0.011, -224.5, 0.00, 0.000,60325.516, 44213,0.,0.,0.,0.,0.,0.
  91226665, 173.4961,   0.5968,0, 0.000, 0.000, 0.000,-9.000, 0.021,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 27893,      3.4,     33.5,     95.4,    349.9,    602.7,    772.5
  91252100,  63.8147, -46.5718,0, 0.138, 2.398, 1.215,46.438, 0.012,42, 42,2,0.140,39.106, 0.000, -595.4, 0.00, 0.000,60471.348,  9819,0.,0.,0.,0.,0.,0.
  91262568, 150.6445, -37.1689,0, 0.130, 0.149, 0.011,39.246, 0.105,67, 67,1,0.131,38.940,-0.012, -199.4, 0.00, 0.000,60008.047, 41900,0.,0.,0.,0.,0.,0.
  91270103,  52.4118, -42.0104,0, 0.466, 0.299, 0.096,40.951, 0.009,90, 90,1,0.465,42.075,-0.014,    4.0, 0.00, 0.000,60261.965, 28441,0.,0.,0.,0.,0.,0.
  91293987, 292.3242, -16.3348,0, 0.112, 0.096, 0.776,38.227, 0.146,90, 90,1,0.110,38.543, 0.003,  142.9, 0.00, 0.000,59888.336, 27719,0.,0.,0.,0.,0.,0.
  91327966, 168.5742,  -6.8801,0, 0.337, 0.393, 0.025,41.638, 0.037,90, 90,1,0.338,41.255,-0.024,  234.1, 0.00, 0.000,60267.332,  8372,0.,0.,0.,0.,0.,0.
  91343957, 110.9180, -19.7880,0, 0.000, 0.000, 0.000,-9.000, 0.659,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 30070,    420.1,   4535.4,   4940.6,   3681.8,   2525.1,   1107.5
  91367522, 168.0469, -19.9467,0, 0.752, 0.808, 0.022,43.528, 0.039,90, 90,1,0.755,43.346, 0.017,  -98.7, 0.00, 0.000,60434.039, 13964,0.,0.,0.,0.,0.,0.
  91420500, 330.8203, -11.8722,0, 0.000, 0.000, 0.000,-9.000, 0.037,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  5214,   2257.6,  20247.2,  20195.8,  14113.7,   8829.8,   3638.5
  91449873, 354.3750, -11.2630,0, 0.533, 0.582, 0.031,42.661, 0.025,90, 90,1,0.533,42.429, 0.015, -297.0, 0.00, 0.000,60115.230, 23333,0.,0.,0.,0.,0.,0.
  91470841, 109.5117,  -5.6792,0, 0.075, 0.943, 0.301,43.943, 0.262,90, 90,1,0.078,37.739, 0.002, -386.7, 0.00, 0.000,59919.184, 37019,0.,0.,0.,0.,0.,0.
  91481683, 319.2188, -60.4344,0, 0.233, 0.247, 0.009,40.468, 0.033,52, 52,1,0.235,40.345,-0.037, -406.4, 0.00, 0.000,59999.715, 43309,0.,0.,0.,0.,0.,0.
  91484679,  23.7305,  -8.3855,0, 0.301, 0.572, 0.065,42.613, 0.026,90, 90,1,0.300,40.958,-0.001,   12.0, 0.00, 0.000,59780.379, 28585,0.,0.,0.,0.,0.,0.
  91569173, 339.0820, -39.8384,0, 0.645, 0.617, 0.013,42.814, 0.015,90, 90,1,0.645,42.929, 0.021, -354.3, 0.00, 0.000,59751.492,  4505,0.,0.,0.,0.,0.,0.
  91581101, 277.7344, -35.5018,0, 0.567, 0.195, 0.251,39.900, 0.100,42, 42,3,0.566,42.585,-0.011,  237.7, 3.10, 0.000,59988.629, 33513,0.,0.,0.,0.,0.,0.
  91610803, 307.7930, -41.4112,0, 0.799, 0.884, 0.042,43.769, 0.033,88, 88,1,0.798,43.498, 0.000,    0.0, 0.00, 0.000,59570.000, 24845,    746.6,    931.8,    987.4,    996.7,   1262.1,   1267.8
  91625940, 317.4901, -42.4102,0, 0.000, 0.000, 0.000,-9.000, 0.029,92, 92,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  9459,     94.3,    646.9,    935.7,   1072.5,   1079.2,   1080.8
  91642065, 332.7844, -59.1094,0, 0.290, 0.302, 0.008,40.972, 0.019,90, 90,1,0.289,40.861,-0.002, -135.6, 0.00, 0.000,59885.074,  9304,0.,0.,0.,0.,0.,0.
  91657831, 197.0000, -47.9455,0, 0.000, 0.000, 0.000,-9.000, 0.118, 6,  6,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,60605.785, 32403,    228.3,   1236.9,   2253.7,   2718.1,   2962.0,   3148.8
  91676719, 118.4766, -10.6551,0, 0.241, 0.251, 0.006,40.515, 0.129,90, 90,1,0.241,40.413, 0.002,  -92.0, 0.00, 0.000,59599.098,  3372,0.,0.,0.,0.,0.,0.
  91691453, 315.0000, -23.8063,0, 0.207, 0.183, 0.009,39.747, 0.058,90, 90,1,0.205,40.016,-0.000, -122.4, 0.00, 0.000,59967.996, 32494,0.,0.,0.,0.,0.,0.
  91705234, 117.5977,  -5.0797,0, 0.000, 0.000, 0.000,-9.000, 0.110, 6,  6,2,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,60502.316, 49205,     52.3,    323.2,    911.5,   1552.0,   2268.4,   2848.2
  91732512, 224.2969, -17.7394,0, 0.090, 0.110, 0.484,38.527, 0.095,42, 42,2,0.091,38.091, 0.000, -110.9, 0.00, 0.000,59962.371, 18013,0.,0.,0.,0.,0.,0.
  91756633, 117.2461,  -7.4816,0, 0.000, 0.000, 0.000,-9.000, 0.086,92, 92,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 17495,   2255.0,  14433.3,  17373.6,  17860.1,  17531.0,  17476.3
  91759166, 307.4414, -36.4236,0, 0.146, 0.160, 0.018,39.416, 0.041,42, 42,1,0.144,39.169, 0.003,  199.3, 0.00, 0.000,59935.832,  4024,0.,0.,0.,0.,0.,0.
  91760741,  62.7539, -32.4429,0, 0.445, 0.347, 0.034,41.319, 0.012,90, 90,1,0.446,41.966, 0.009, -259.2, 0.00, 0.000,59847.172, 45455,0.,0.,0.,0.,0.,0.
  91767660, 102.8320, -39.4509,0, 0.048, 0.058, 0.016,37.064, 0.093,15, 15,1,0.049,36.690, 0.000,  -78.4, 3.10, 0.760,60545.324, 23913,0.,0.,0.,0.,0.,0.
  91772215, 296.5430, -32.4429,0, 0.000, 0.000, 0.000,-9.000, 0.184,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 23102,     18.7,    146.3,    496.5,   2450.6,   5421.5,   9163.1
  91836004,  88.4180, -22.6696,0, 0.270, 0.264, 0.014,40.641, 0.034,42, 42,2,0.269,40.688, 0.002,  109.8, 0.00, 0.000,60169.375, 30979,0.,0.,0.,0.,0.,0.
  91836804,  29.2241, -57.7801,0, 0.519, 0.604, 0.033,42.755, 0.016,90, 90,1,0.516,42.348,-0.003,  385.6, 0.00, 0.000,59925.453, 16017,0.,0.,0.,0.,0.,0.
  91861189, 197.2266,  -6.7298,0, 0.000, 0.000, 0.000,-9.000, 0.036,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 25514,   2111.5,  19924.1,  20795.9,  14986.0,   9562.0,   3995.3
  91900996, 195.4688, -28.8011,0, 0.000, 0.000, 0.000,-9.000, 0.070,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 38643,   2040.8,  20812.7,  23124.2,  17379.4,  11430.6,   4873.3
  91930831, 262.6172,  -6.7298,0, 0.000, 0.000, 0.000,-9.000, 0.677,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 26671,   1004.0,  13375.1,  16597.6,  13391.3,   9608.7,   4347.8
  91932161, 209.8828,  -3.4338,0, 0.000, 0.000, 0.000,-9.000, 0.042,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  9520,     12.3,     96.1,    328.9,   1628.8,   3567.4,   5987.3
  91963316, 134.2969, -30.1724,0, 0.000, 0.000, 0.000,-9.000, 0.212, 6,  6,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59624.613, 42100,   1843.7,   5555.1,   7873.2,   8557.8,   8733.1,   8828.9
  91994218,  93.5156, -37.3564,0, 0.095, 0.091, 0.216,38.099, 0.068,90, 90,1,0.095,38.198,-0.001,  216.0, 0.00, 0.000,59769.469, 45562,0.,0.,0.,0.,0.,0.
  92040236, 133.4180, -11.1109,0, 0.910, 0.939, 0.029,43.931, 0.030,90, 90,1,0.910,43.849, 0.035,  575.3, 0.00, 0.000,59914.750,  3604,0.,0.,0.,0.,0.,0.
  92045511, 191.2500, -52.0297,0, 0.282, 0.307, 0.029,41.014, 0.125,90, 90,1,0.280,40.787,-0.014,  490.3, 0.00, 0.000,59978.645,  6858,0.,0.,0.,0.,0.,0.
  92053866,  18.8086, -20.7424,0, 0.000, 0.000, 0.000,-9.000, 0.014,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 35636,    391.2,   4252.0,   4873.4,   3697.0,   2426.5,   1031.9
  92113420, 159.4336, -22.6696,0, 0.306, 0.306, 0.836,41.001, 0.046,90, 90,1,0.308,41.017,-0.003,  -62.8, 0.00, 0.000,60667.000, 13025,0.,0.,0.,0.,0.,0.
  92114915,   9.6951, -43.8045,0, 0.247, 0.257, 0.011,40.567, 0.006,62, 62,1,0.247,40.476,-0.002,  -79.0, 0.00, 0.000,60094.680, 39713,0.,0.,0.,0.,0.,0.
  92115051,  37.6172, -14.3235,0, 0.205, 0.196, 0.014,39.907, 0.017,42, 42,1,0.203,39.992,-0.000,  387.2, 0.00, 0.000,59777.785, 25273,0.,0.,0.,0.,0.,0.
  92148656,  54.4922, -34.4095,0, 0.392, 0.382, 0.023,41.569, 0.010,90, 90,1,0.391,41.627, 0.001,  199.0, 0.00, 0.000,60213.449, 37205,0.,0.,0.,0.,0.,0.
  92243968, 209.8828, -32.6198,0, 0.882, 0.888, 0.017,43.780, 0.061,88, 88,1,0.883,43.766, 0.000,    0.0, 0.00, 0.000,59570.000, 49270,    230.9,    271.2,    286.8,    276.1,    329.1,    363.5
  92251672, 307.9688,  -5.2295,0, 0.000, 0.000, 0.000,-9.000, 0.044,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 33777,     12.1,     93.9,    321.3,   1590.2,   3484.6,   5850.0
  92253169, 218.3203,  -4.0319,0, 0.110, 0.114, 0.012,38.620, 0.094,90, 90,1,0.110,38.542,-0.003,  -38.8, 0.00, 0.000,60058.148, 36142,0.,0.,0.,0.,0.,0.
  92254052,  66.2695, -27.9532,0, 0.000, 0.000, 0.000,-9.000, 0.038,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 13061,   1789.7,  18657.7,  20710.3,  15424.9,  10028.1,   4239.7
  92263953, 286.4537, -47.5537,0, 0.440, 0.483, 0.032,42.172, 0.066,90, 90,1,0.439,41.927, 0.001,  345.9, 0.00, 0.000,59685.746, 38566,0.,0.,0.,0.,0.,0.
  92295640, 210.9375,  -0.4476,0, 0.209, 0.204, 0.011,40.007, 0.045,52, 52,1,0.211,40.085,-0.009, -189.4, 0.00, 0.000,60327.801, 14241,0.,0.,0.,0.,0.,0.
  92296606, 203.4698, -46.5718,0, 0.199, 0.107, 0.051,38.465, 0.091,90, 90,1,0.198,39.933,-0.004,  165.6, 0.00, 0.000,59994.938, 14020,0.,0.,0.,0.,0.,0.
  92321294,   3.6914, -31.7384,0, 0.347, 0.350, 0.005,41.345, 0.010,90, 90,1,0.346,41.317,-0.008,  230.2, 0.00, 0.000,60051.758,  5277,0.,0.,0.,0.,0.,0.
  92330883, 337.5000, -33.3313,0, 0.212, 0.213, 0.008,40.107, 0.011,42, 42,1,0.211,40.092,-0.004,   22.0, 0.00, 0.000,60029.902, 17071,0.,0.,0.,0.,0.,0.
  92332602, 336.7969, -28.4611,0, 0.154, 0.177, 0.027,39.666, 0.015,42, 42,1,0.152,39.301,-0.001,  191.3, 0.00, 0.000,59695.066, 44661,0.,0.,0.,0.,0.,0.
  92347595,  46.1588, -46.3751,0, 0.000, 0.000, 0.000,-9.000, 0.011,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 33817,      1.4,     10.8,     37.0,    183.4,    401.3,    673.1
  92364022, 273.1529, -61.0011,0, 0.000, 0.000, 0.000,-9.000, 0.087,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 19066,    112.0,   1703.8,   2447.9,   2135.2,   1534.7,    693.3
  92401308, 164.7070, -39.0655,0, 0.000, 0.000, 0.000,-9.000, 0.087,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 29891,    887.2,  12461.8,  17011.6,  14364.1,  10139.5,   4525.0
  92412349,  89.2969, -23.4805,0, 0.736, 0.701, 0.028,43.152, 0.030,90, 90,1,0.734,43.277, 0.016,  697.6, 0.00, 0.000,59910.684, 33867,0.,0.,0.,0.,0.,0.
  92435141, 134.8242,  -3.5833,0, 0.000, 0.000, 0.000,-9.000, 0.015,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 12821,   2772.0,  32527.9,  39637.6,  31288.7,  21051.3,   9101.5
  92436396, 105.4225, -50.2858,0, 0.163, 2.513, 0.729,46.562, 0.076,90, 90,1,0.166,39.500, 0.003, -807.2, 0.00, 0.000,60499.449, 48388,0.,0.,0.,0.,0.,0.
  92529037, 132.0117,  -9.8969,0, 0.507, 0.345, 0.058,41.308, 0.048,15, 15,1,0.510,42.310,-0.005, -221.4, 3.10, 0.247,60617.164, 46157,0.,0.,0.,0.,0.,0.
  92564906,  15.2930, -12.6356,0, 0.472, 0.854, 0.262,43.678, 0.020,90, 90,1,0.470,42.102, 0.010,  170.0, 0.00, 0.000,60511.289,  8567,0.,0.,0.,0.,0.,0.
  92577210, 161.8945, -23.9695,0, 0.446, 0.494, 0.755,42.232, 0.059,90, 90,1,0.448,41.974,-0.014, -123.2, 0.00, 0.000,60306.363, 42045,0.,0.,0.,0.,0.,0.
  92602382, 293.3789,  -1.7908,0, 0.000, 0.000, 0.000,-9.000, 0.264,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  7681,    635.3,   8605.4,  11234.9,   9298.7,   6553.5,   2927.4
  92674135, 116.5610, -51.8364,0, 0.000, 0.000, 0.000,-9.000, 0.229,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  8591,   1272.3,  14369.6,  16893.5,  13144.5,   8911.4,   3881.0
  92728380, 274.3945, -39.4509,0, 1.649, 1.532, 0.137,45.246, 0.085,88, 88,1,1.649,45.443, 0.000,    0.0, 0.00, 0.000,59570.000,  5615,    164.5,    207.2,    229.7,    282.8,    289.8,    286.7
  92758794, 256.6406, -11.5674,0, 0.000, 0.000, 0.000,-9.000, 0.500,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 30846,     88.9,   1168.1,   1448.6,   1165.9,    820.3,    367.0
  92769326, 323.9648, -25.9445,0, 0.000, 0.000, 0.000,-9.000, 0.037, 6,  6,2,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59520.984,  2804,     48.6,    443.1,   1976.8,   4597.3,   8707.2,  12542.1
  92769684, 336.2695, -33.8687,0, 0.566, 0.590, 0.014,42.696, 0.012,90, 90,1,0.566,42.589,-0.015,   16.4, 0.00, 0.000,59781.410,  7913,0.,0.,0.,0.,0.,0.
  92798777,  14.2383, -24.9530,0, 0.599, 0.570, 0.018,42.605, 0.026,88, 88,1,0.597,42.729, 0.000,    0.0, 0.00, 0.000,59570.000, 31245,    499.3,    622.8,    612.4,    768.7,    804.5,   1002.4
  92801741, 113.9063, -27.7844,0, 0.000, 0.000, 0.000,-9.000, 0.677,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 37779,     96.4,   2329.1,   4332.5,   4506.3,   3782.2,   1903.4
  92819190,  81.0352, -12.6356,0, 0.256, 0.299, 0.018,40.948, 0.120,90, 90,1,0.257,40.567,-0.004,   81.2, 0.00, 0.000,60660.781, 39701,0.,0.,0.,0.,0.,0.
  92829168, 350.5078,  -2.5374,0, 0.070, 0.109, 0.020,38.522, 0.037,42, 42,2,0.069,37.471,-0.000, -172.9, 0.00, 0.000,59832.703, 17722,0.,0.,0.,0.,0.,0.
  92840168,  12.8320,  -2.6867,0, 0.225, 0.245, 0.008,40.451, 0.034,52, 52,1,0.224,40.233,-0.010,  290.9, 0.00, 0.000,59827.715,  3321,0.,0.,0.,0.,0.,0.
  92845579, 122.1429, -54.9163,0, 0.076, 0.105, 0.647,38.439, 0.298,42, 42,1,0.076,37.679,-0.001,  537.1, 0.00, 0.000,59576.445, 19628,0.,0.,0.,0.,0.,0.
  92850197, 146.4258, -23.3180,0, 0.000, 0.000, 0.000,-9.000, 0.060,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 15269,      2.9,     24.5,     68.6,    249.3,    429.4,    550.9
  92865174,  92.2852, -15.0948,0, 0.150, 2.392, 1.208,46.431, 0.314,88, 88,1,0.150,39.270, 0.000,    0.0, 0.00, 0.000,59570.000, 22336,    181.2,    152.6,    160.2,    212.1,    205.2,    221.5
  92879476, 295.4883, -16.9578,0, 0.000, 0.000, 0.000,-9.000, 0.117,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000,  2049,     11.9,     92.5,    315.5,   1560.3,   3438.5,   5795.2
  92900743, 276.0861, -44.2015,0, 0.559, 0.571, 0.008,42.608, 0.075,90, 90,1,0.559,42.553, 0.008,  125.8, 0.00, 0.000,59689.734, 39717,0.,0.,0.,0.,0.,0.
  92916085, 234.1765, -42.0104,0, 0.407, 0.403, 0.109,41.706, 0.178,90, 90,1,0.406,41.726,-0.004,  406.7, 0.00, 0.000,59987.477, 28113,0.,0.,0.,0.,0.,0.
  92928530,  29.5047, -50.4800,0, 0.534, 0.503, 0.132,42.279, 0.015,90, 90,1,0.530,42.413,-0.013,  224.4, 0.00, 0.000,60589.441, 41222,0.,0.,0.,0.,0.,0.
  92961569, 266.0780, -49.3128,0, 0.000, 0.000, 0.000,-9.000, 0.136,16, 16,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 31356,   3287.9,  11810.0,   5965.0,   2833.1,   1421.2,    508.0
  92980141, 116.5430, -31.3882,0, 0.000, 0.000, 0.000,-9.000, 0.852,92, 92,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 12701,   3061.2,  18237.3,  17039.1,  14911.1,  14396.2,  14607.1
  92983416, 292.8516, -23.1556,0, 0.000, 0.000, 0.000,-9.000, 0.074,65, 65,1,0.000, 0.000, 0.000,    0.0, 0.00, 0.000,59570.000, 49377,      2.2,     15.8,     53.3,    262.6,    576.6,    969.5
